,image_number,xmin,ymin,xmax,ymax,x_values_odo,y_values_odo,z_values_odo,x_center,y_center,width,height
1644,1046,461,309,613,487,-5.828,-0.869,-0.314825,537,398,152,178
1645,1046,189,210,306,495,-5.828,-0.869,-0.314825,247,352,117,285
1646,1046,49,235,207,471,-5.828,-0.869,-0.314825,128,353,158,236
1647,1047,972,182,1280,612,-5.828,-0.869,-0.309011,1126,397,308,430
1648,1047,769,248,970,539,-5.828,-0.869,-0.309011,869,393,201,291
1649,1047,615,298,765,505,-5.828,-0.869,-0.309011,690,401,150,207
1650,1047,464,313,583,489,-5.828,-0.869,-0.309011,523,401,119,176
1651,1047,163,214,291,495,-5.828,-0.869,-0.309011,227,354,128,281
1652,1047,37,240,188,490,-5.828,-0.869,-0.309011,112,365,151,250
1653,1048,992,179,1280,615,-5.828,-0.869,-0.299537,1136,397,288,436
1654,1048,833,247,1001,535,-5.828,-0.869,-0.299537,917,391,168,288
1655,1048,770,277,901,513,-5.828,-0.869,-0.299537,835,395,131,236
1656,1048,615,292,763,505,-5.828,-0.869,-0.299537,689,398,148,213
1657,1048,452,308,598,485,-5.828,-0.869,-0.299537,525,396,146,177
1658,1048,171,213,292,491,-5.828,-0.869,-0.299537,231,352,121,278
1659,1048,26,245,158,500,-5.828,-0.869,-0.299537,92,372,132,255
1660,1049,993,180,1280,623,-5.828,-0.869,-0.290766,1136,401,287,443
1661,1049,829,248,1003,543,-5.828,-0.869,-0.290766,916,395,174,295
1662,1049,755,262,887,528,-5.828,-0.869,-0.290766,821,395,132,266
1663,1049,613,293,768,504,-5.828,-0.869,-0.290766,690,398,155,211
1664,1049,448,307,595,493,-5.828,-0.869,-0.290766,521,400,147,186
1665,1049,148,212,283,495,-5.828,-0.869,-0.290766,215,353,135,283
1666,1049,14,230,179,471,-5.828,-0.869,-0.290766,96,350,165,241
1667,1050,1002,181,1280,619,-5.828,-0.869,-0.281971,1141,400,278,438
1668,1050,852,245,1010,544,-5.828,-0.869,-0.281971,931,394,158,299
1669,1050,802,278,931,530,-5.828,-0.869,-0.281971,866,404,129,252
1670,1050,634,300,782,500,-5.828,-0.869,-0.281971,708,400,148,200
1671,1050,472,309,608,491,-5.828,-0.869,-0.281971,540,400,136,182
1672,1050,175,212,300,497,-5.828,-0.869,-0.281971,237,354,125,285
1673,1050,30,240,185,492,-5.828,-0.869,-0.281971,107,366,155,252
1674,1051,1040,186,1280,626,-5.826,-0.87,-0.278299,1160,406,240,440
1675,1051,837,251,1032,539,-5.826,-0.87,-0.278299,934,395,195,288
1676,1051,667,299,812,509,-5.826,-0.87,-0.278299,739,404,145,210
1677,1051,505,314,644,485,-5.826,-0.87,-0.278299,574,399,139,171
1678,1051,193,218,339,491,-5.826,-0.87,-0.278299,266,354,146,273
1679,1051,57,242,229,508,-5.826,-0.87,-0.278299,143,375,172,266
1680,1052,872,250,1099,548,-5.821,-0.873,-0.275359,985,399,227,298
1681,1052,715,304,853,521,-5.821,-0.873,-0.275359,784,412,138,217
1682,1052,550,312,676,491,-5.821,-0.873,-0.275359,613,401,126,179
1683,1052,265,223,379,498,-5.821,-0.873,-0.275359,322,360,114,275
1684,1052,93,246,264,476,-5.821,-0.873,-0.275359,178,361,171,230
1685,1053,902,252,1124,548,-5.814,-0.878,-0.276094,1013,400,222,296
1686,1053,731,299,890,499,-5.814,-0.878,-0.276094,810,399,159,200
1687,1053,577,320,718,499,-5.814,-0.878,-0.276094,647,409,141,179
1688,1053,279,214,404,506,-5.814,-0.878,-0.276094,341,360,125,292
1689,1053,138,244,283,509,-5.814,-0.878,-0.276094,210,376,145,265
1690,1054,1002,263,1171,562,-5.804,-0.884,-0.275359,1086,412,169,299
1691,1054,940,283,1022,547,-5.804,-0.884,-0.275359,981,415,82,264
1692,1054,778,293,908,519,-5.804,-0.884,-0.275359,843,406,130,226
1693,1054,605,323,753,507,-5.804,-0.884,-0.275359,679,415,148,184
1694,1054,324,226,451,501,-5.804,-0.884,-0.275359,387,363,127,275
1695,1054,190,241,339,504,-5.804,-0.884,-0.275359,264,372,149,263
1696,1055,940,256,1124,555,-5.791,-0.892,-0.274623,1032,405,184,299
1697,1055,761,308,905,530,-5.791,-0.892,-0.274623,833,419,144,222
1698,1055,580,319,739,497,-5.791,-0.892,-0.274623,659,408,159,178
1699,1055,316,227,432,500,-5.791,-0.892,-0.274623,374,363,116,273
1700,1055,179,253,318,505,-5.791,-0.892,-0.274623,248,379,139,252
1701,1056,989,252,1148,563,-5.776,-0.901,-0.276094,1068,407,159,311
1702,1056,925,291,1048,545,-5.776,-0.901,-0.276094,986,418,123,254
1703,1056,761,305,909,520,-5.776,-0.901,-0.276094,835,412,148,215
1704,1056,591,323,740,500,-5.776,-0.901,-0.276094,665,411,149,177
1705,1056,308,223,418,508,-5.776,-0.901,-0.276094,363,365,110,285
1706,1056,151,249,333,505,-5.776,-0.901,-0.276094,242,377,182,256
1707,1057,982,257,1140,560,-5.758,-0.911,-0.276094,1061,408,158,303
1708,1057,916,299,1064,546,-5.758,-0.911,-0.276094,990,422,148,247
1709,1057,759,312,903,534,-5.758,-0.911,-0.276094,831,423,144,222
1710,1057,593,325,730,494,-5.758,-0.911,-0.276094,661,409,137,169
1711,1057,323,232,417,501,-5.758,-0.911,-0.276094,370,366,94,269
1712,1057,133,255,329,512,-5.758,-0.911,-0.276094,231,383,196,257
1713,1058,998,258,1145,566,-5.741,-0.922,-0.276094,1071,412,147,308
1714,1058,926,292,1051,548,-5.741,-0.922,-0.276094,988,420,125,256
1715,1058,760,309,912,527,-5.741,-0.922,-0.276094,836,418,152,218
1716,1058,602,321,733,496,-5.741,-0.922,-0.276094,667,408,131,175
1717,1058,309,226,430,502,-5.741,-0.922,-0.276094,369,364,121,276
1718,1058,157,252,296,497,-5.741,-0.922,-0.276094,226,374,139,245
1719,1059,1001,262,1140,568,-5.725,-0.932,-0.276094,1070,415,139,306
1720,1059,929,294,1045,541,-5.725,-0.932,-0.276094,987,417,116,247
1721,1059,770,310,908,522,-5.725,-0.932,-0.276094,839,416,138,212
1722,1059,601,322,734,498,-5.725,-0.932,-0.276094,667,410,133,176
1723,1059,322,226,426,505,-5.725,-0.932,-0.276094,374,365,104,279
1724,1059,158,242,322,513,-5.725,-0.932,-0.276094,240,377,164,271
1725,1060,1001,253,1154,568,-5.707,-0.942,-0.275359,1077,410,153,315
1726,1060,936,294,1043,540,-5.707,-0.942,-0.275359,989,417,107,246
1727,1060,766,310,913,534,-5.707,-0.942,-0.275359,839,422,147,224
1728,1060,606,321,732,498,-5.707,-0.942,-0.275359,669,409,126,177
1729,1060,314,212,426,507,-5.707,-0.942,-0.275359,370,359,112,295
1730,1060,147,238,315,503,-5.707,-0.942,-0.275359,231,370,168,265
1731,1061,1005,253,1151,578,-5.69,-0.952,-0.275359,1078,415,146,325
1732,1061,931,291,1063,545,-5.69,-0.952,-0.275359,997,418,132,254
1733,1061,776,303,911,526,-5.69,-0.952,-0.275359,843,414,135,223
1734,1061,609,321,743,502,-5.69,-0.952,-0.275359,676,411,134,181
1735,1061,317,219,433,505,-5.69,-0.952,-0.275359,375,362,116,286
1736,1061,111,231,315,506,-5.69,-0.952,-0.275359,213,368,204,275
1737,1062,1001,254,1156,566,-5.673,-0.963,-0.275359,1078,410,155,312
1738,1062,943,287,1054,541,-5.673,-0.963,-0.275359,998,414,111,254
1739,1062,761,305,930,519,-5.673,-0.963,-0.275359,845,412,169,214
1740,1062,594,317,740,500,-5.673,-0.963,-0.275359,667,408,146,183
1741,1062,303,218,430,506,-5.673,-0.963,-0.275359,366,362,127,288
1742,1062,154,236,294,510,-5.673,-0.963,-0.275359,224,373,140,274
1743,1063,1000,263,1163,568,-5.656,-0.973,-0.275359,1081,415,163,305
1744,1063,931,284,1037,544,-5.656,-0.973,-0.275359,984,414,106,260
1745,1063,765,296,918,529,-5.656,-0.973,-0.275359,841,412,153,233
1746,1063,592,312,745,502,-5.656,-0.973,-0.275359,668,407,153,190
1747,1063,297,216,440,507,-5.656,-0.973,-0.275359,368,361,143,291
1748,1063,128,241,290,510,-5.656,-0.973,-0.275359,209,375,162,269
1749,1064,1004,252,1167,574,-5.639,-0.983,-0.275359,1085,413,163,322
1750,1064,944,286,1058,548,-5.639,-0.983,-0.275359,1001,417,114,262
1751,1064,756,303,917,521,-5.639,-0.983,-0.275359,836,412,161,218
1752,1064,590,316,729,502,-5.639,-0.983,-0.275359,659,409,139,186
1753,1064,305,220,423,507,-5.639,-0.983,-0.275359,364,363,118,287
1754,1064,123,248,292,514,-5.639,-0.983,-0.275359,207,381,169,266
1755,1065,999,254,1154,562,-5.622,-0.994,-0.275359,1076,408,155,308
1756,1065,928,286,1047,549,-5.622,-0.994,-0.275359,987,417,119,263
1757,1065,756,305,917,522,-5.622,-0.994,-0.275359,836,413,161,217
1758,1065,591,321,730,498,-5.622,-0.994,-0.275359,660,409,139,177
1759,1065,291,219,414,514,-5.622,-0.994,-0.275359,352,366,123,295
1760,1065,113,243,293,509,-5.622,-0.994,-0.275359,203,376,180,266
1761,1066,1004,244,1191,580,-5.607,-1.003,-0.271679,1097,412,187,336
1762,1066,919,288,1102,563,-5.607,-1.003,-0.271679,1010,425,183,275
1763,1066,757,308,925,523,-5.607,-1.003,-0.271679,841,415,168,215
1764,1066,591,319,738,506,-5.607,-1.003,-0.271679,664,412,147,187
1765,1066,292,220,408,512,-5.607,-1.003,-0.271679,350,366,116,292
1766,1066,127,233,305,499,-5.607,-1.003,-0.271679,216,366,178,266
1767,1067,993,254,1181,576,-5.595,-1.01,-0.264309,1087,415,188,322
1768,1067,925,293,1061,562,-5.595,-1.01,-0.264309,993,427,136,269
1769,1067,743,308,915,531,-5.595,-1.01,-0.264309,829,419,172,223
1770,1067,572,316,722,510,-5.595,-1.01,-0.264309,647,413,150,194
1771,1067,277,217,408,510,-5.595,-1.01,-0.264309,342,363,131,293
1772,1067,136,239,284,512,-5.595,-1.01,-0.264309,210,375,148,273
1773,1068,1001,255,1165,585,-5.585,-1.015,-0.253965,1083,420,164,330
1774,1068,915,291,1050,558,-5.585,-1.015,-0.253965,982,424,135,267
1775,1068,745,305,909,533,-5.585,-1.015,-0.253965,827,419,164,228
1776,1068,574,321,730,504,-5.585,-1.015,-0.253965,652,412,156,183
1777,1068,263,211,401,515,-5.585,-1.015,-0.253965,332,363,138,304
1778,1068,105,218,258,518,-5.585,-1.015,-0.253965,181,368,153,300
1779,1069,996,262,1179,572,-5.578,-1.019,-0.245076,1087,417,183,310
1780,1069,923,286,1074,550,-5.578,-1.019,-0.245076,998,418,151,264
1781,1069,754,309,912,531,-5.578,-1.019,-0.245076,833,420,158,222
1782,1069,577,318,725,506,-5.578,-1.019,-0.245076,651,412,148,188
1783,1069,272,206,400,507,-5.578,-1.019,-0.245076,336,356,128,301
1784,1069,123,232,272,512,-5.578,-1.019,-0.245076,197,372,149,280
1785,1070,1008,254,1148,577,-5.573,-1.021,-0.236165,1078,415,140,323
1786,1070,925,285,1048,548,-5.573,-1.021,-0.236165,986,416,123,263
1787,1070,750,291,904,516,-5.573,-1.021,-0.236165,827,403,154,225
1788,1070,591,320,713,493,-5.573,-1.021,-0.236165,652,406,122,173
1789,1070,252,191,404,512,-5.573,-1.021,-0.236165,328,351,152,321
1790,1070,106,228,276,512,-5.573,-1.021,-0.236165,191,370,170,284
1791,1071,1012,253,1181,570,-5.571,-1.022,-0.227235,1096,411,169,317
1792,1071,941,282,1072,557,-5.571,-1.022,-0.227235,1006,419,131,275
1793,1071,746,292,910,532,-5.571,-1.022,-0.227235,828,412,164,240
1794,1071,580,306,726,499,-5.571,-1.022,-0.227235,653,402,146,193
1795,1071,266,205,405,508,-5.571,-1.022,-0.227235,335,356,139,303
1796,1071,108,230,268,516,-5.571,-1.022,-0.227235,188,373,160,286
1797,1072,1016,247,1197,563,-5.571,-1.023,-0.220525,1106,405,181,316
1798,1072,943,281,1071,546,-5.571,-1.023,-0.220525,1007,413,128,265
1799,1072,758,298,929,528,-5.571,-1.023,-0.220525,843,413,171,230
1800,1072,586,312,719,503,-5.571,-1.023,-0.220525,652,407,133,191
1801,1072,253,199,401,507,-5.571,-1.023,-0.220525,327,353,148,308
1802,1072,96,229,245,507,-5.571,-1.023,-0.220525,170,368,149,278
1803,1073,1015,228,1173,565,-5.571,-1.022,-0.212309,1094,396,158,337
1804,1073,921,263,1083,542,-5.571,-1.022,-0.212309,1002,402,162,279
1805,1073,762,294,914,532,-5.571,-1.022,-0.212309,838,413,152,238
1806,1073,587,305,718,496,-5.571,-1.022,-0.212309,652,400,131,191
1807,1073,265,198,407,503,-5.571,-1.022,-0.212309,336,350,142,305
1808,1073,92,213,297,502,-5.571,-1.022,-0.212309,194,357,205,289
1809,1074,1004,233,1178,566,-5.571,-1.023,-0.202581,1091,399,174,333
1810,1074,946,259,1077,548,-5.571,-1.023,-0.202581,1011,403,131,289
1811,1074,746,288,912,516,-5.571,-1.023,-0.202581,829,402,166,228
1812,1074,591,310,720,504,-5.571,-1.023,-0.202581,655,407,129,194
1813,1074,228,196,401,505,-5.571,-1.023,-0.202581,314,350,173,309
1814,1074,97,220,288,508,-5.571,-1.023,-0.202581,192,364,191,288
1815,1075,1009,224,1179,561,-5.57,-1.023,-0.194333,1094,392,170,337
1816,1075,938,269,1066,544,-5.57,-1.023,-0.194333,1002,406,128,275
1817,1075,750,288,915,519,-5.57,-1.023,-0.194333,832,403,165,231
1818,1075,577,305,725,506,-5.57,-1.023,-0.194333,651,405,148,201
1819,1075,252,198,398,511,-5.57,-1.023,-0.194333,325,354,146,313
1820,1075,71,216,257,505,-5.57,-1.023,-0.194333,164,360,186,289
1821,1076,1014,228,1187,580,-5.569,-1.023,-0.189829,1100,404,173,352
1822,1076,934,274,1070,545,-5.569,-1.023,-0.189829,1002,409,136,271
1823,1076,761,291,909,523,-5.569,-1.023,-0.189829,835,407,148,232
1824,1076,585,303,723,500,-5.569,-1.023,-0.189829,654,401,138,197
1825,1076,254,197,406,507,-5.569,-1.023,-0.189829,330,352,152,310
1826,1076,90,218,254,510,-5.569,-1.023,-0.189829,172,364,164,292
1827,1077,1015,223,1178,584,-5.564,-1.025,-0.187575,1096,403,163,361
1828,1077,938,276,1066,546,-5.564,-1.025,-0.187575,1002,411,128,270
1829,1077,743,291,909,522,-5.564,-1.025,-0.187575,826,406,166,231
1830,1077,557,302,708,498,-5.564,-1.025,-0.187575,632,400,151,196
1831,1077,247,189,388,508,-5.564,-1.025,-0.187575,317,348,141,319
1832,1077,81,220,238,512,-5.564,-1.025,-0.187575,159,366,157,292
1833,1078,1013,226,1165,569,-5.556,-1.028,-0.187575,1089,397,152,343
1834,1078,934,274,1072,554,-5.556,-1.028,-0.187575,1003,414,138,280
1835,1078,743,293,917,525,-5.556,-1.028,-0.187575,830,409,174,232
1836,1078,565,314,711,492,-5.556,-1.028,-0.187575,638,403,146,178
1837,1078,235,198,377,508,-5.556,-1.028,-0.187575,306,353,142,310
1838,1078,58,225,234,514,-5.556,-1.028,-0.187575,146,369,176,289
1839,1079,1004,228,1201,581,-5.544,-1.033,-0.187575,1102,404,197,353
1840,1079,941,266,1064,544,-5.544,-1.033,-0.187575,1002,405,123,278
1841,1079,739,291,903,527,-5.544,-1.033,-0.187575,821,409,164,236
1842,1079,559,303,702,491,-5.544,-1.033,-0.187575,630,397,143,188
1843,1079,238,194,379,511,-5.544,-1.033,-0.187575,308,352,141,317
1844,1079,71,219,236,521,-5.544,-1.033,-0.187575,153,370,165,302
1845,1080,1010,229,1155,587,-5.53,-1.038,-0.187575,1082,408,145,358
1846,1080,930,284,1065,552,-5.53,-1.038,-0.187575,997,418,135,268
1847,1080,746,293,896,527,-5.53,-1.038,-0.187575,821,410,150,234
1848,1080,572,313,705,505,-5.53,-1.038,-0.187575,638,409,133,192
1849,1080,207,193,369,511,-5.53,-1.038,-0.187575,288,352,162,318
1850,1080,31,223,222,512,-5.53,-1.038,-0.187575,126,367,191,289
1851,1081,1009,226,1229,588,-5.514,-1.044,-0.188326,1119,407,220,362
1852,1081,930,274,1075,562,-5.514,-1.044,-0.188326,1002,418,145,288
1853,1081,737,294,926,530,-5.514,-1.044,-0.188326,831,412,189,236
1854,1081,558,313,718,510,-5.514,-1.044,-0.188326,638,411,160,197
1855,1081,229,192,372,502,-5.514,-1.044,-0.188326,300,347,143,310
1856,1081,76,214,226,524,-5.514,-1.044,-0.188326,151,369,150,310
1857,1082,1012,227,1192,587,-5.495,-1.051,-0.187575,1102,407,180,360
1858,1082,948,274,1076,557,-5.495,-1.051,-0.187575,1012,415,128,283
1859,1082,748,288,917,535,-5.495,-1.051,-0.187575,832,411,169,247
1860,1082,547,309,707,512,-5.495,-1.051,-0.187575,627,410,160,203
1861,1082,228,199,370,512,-5.495,-1.051,-0.187575,299,355,142,313
1862,1082,41,202,241,518,-5.495,-1.051,-0.187575,141,360,200,316
1863,1083,1015,219,1205,588,-5.476,-1.058,-0.188326,1110,403,190,369
1864,1083,933,274,1074,560,-5.476,-1.058,-0.188326,1003,417,141,286
1865,1083,729,288,923,534,-5.476,-1.058,-0.188326,826,411,194,246
1866,1083,561,312,723,512,-5.476,-1.058,-0.188326,642,412,162,200
1867,1083,228,199,378,516,-5.476,-1.058,-0.188326,303,357,150,317
1868,1083,51,223,244,527,-5.476,-1.058,-0.188326,147,375,193,304
1869,1084,1024,228,1216,592,-5.458,-1.065,-0.188326,1120,410,192,364
1870,1084,954,270,1098,569,-5.458,-1.065,-0.188326,1026,419,144,299
1871,1084,725,292,912,529,-5.458,-1.065,-0.188326,818,410,187,237
1872,1084,560,310,710,512,-5.458,-1.065,-0.188326,635,411,150,202
1873,1084,222,191,371,535,-5.458,-1.065,-0.188326,296,363,149,344
1874,1084,38,206,224,527,-5.458,-1.065,-0.188326,131,366,186,321
1875,1085,1026,217,1210,586,-5.439,-1.072,-0.187575,1118,401,184,369
1876,1085,929,269,1103,562,-5.439,-1.072,-0.187575,1016,415,174,293
1877,1085,739,284,922,535,-5.439,-1.072,-0.187575,830,409,183,251
1878,1085,566,305,719,504,-5.439,-1.072,-0.187575,642,404,153,199
1879,1085,208,191,366,526,-5.439,-1.072,-0.187575,287,358,158,335
1880,1085,33,214,225,524,-5.439,-1.072,-0.187575,129,369,192,310
1881,1086,1029,217,1223,594,-5.42,-1.079,-0.188326,1126,405,194,377
1882,1086,943,270,1096,559,-5.42,-1.079,-0.188326,1019,414,153,289
1883,1086,736,296,937,534,-5.42,-1.079,-0.188326,836,415,201,238
1884,1086,558,309,707,501,-5.42,-1.079,-0.188326,632,405,149,192
1885,1086,209,192,365,516,-5.42,-1.079,-0.188326,287,354,156,324
1886,1086,21,212,208,528,-5.42,-1.079,-0.188326,114,370,187,316
1887,1087,1013,214,1228,585,-5.402,-1.086,-0.187575,1120,399,215,371
1888,1087,939,266,1088,565,-5.402,-1.086,-0.187575,1013,415,149,299
1889,1087,732,271,918,529,-5.402,-1.086,-0.187575,825,400,186,258
1890,1087,538,292,710,504,-5.402,-1.086,-0.187575,624,398,172,212
1891,1087,218,175,355,519,-5.402,-1.086,-0.187575,286,347,137,344
1892,1087,22,204,208,524,-5.402,-1.086,-0.187575,115,364,186,320
1893,1088,1027,211,1208,594,-5.383,-1.093,-0.187575,1117,402,181,383
1894,1088,937,267,1093,569,-5.383,-1.093,-0.187575,1015,418,156,302
1895,1088,738,291,927,538,-5.383,-1.093,-0.187575,832,414,189,247
1896,1088,558,309,706,508,-5.383,-1.093,-0.187575,632,408,148,199
1897,1088,217,184,359,521,-5.383,-1.093,-0.187575,288,352,142,337
1898,1088,29,212,224,526,-5.383,-1.093,-0.187575,126,369,195,314
1899,1089,1023,214,1215,591,-5.364,-1.1,-0.187575,1119,402,192,377
1900,1089,935,268,1097,564,-5.364,-1.1,-0.187575,1016,416,162,296
1901,1089,744,286,918,531,-5.364,-1.1,-0.187575,831,408,174,245
1902,1089,548,306,708,513,-5.364,-1.1,-0.187575,628,409,160,207
1903,1089,211,186,354,517,-5.364,-1.1,-0.187575,282,351,143,331
1904,1089,1,204,189,529,-5.364,-1.1,-0.187575,95,366,188,325
1905,1090,1029,228,1181,584,-5.346,-1.107,-0.187575,1105,406,152,356
1906,1090,942,271,1067,574,-5.346,-1.107,-0.187575,1004,422,125,303
1907,1090,740,287,903,553,-5.346,-1.107,-0.187575,821,420,163,266
1908,1090,554,308,714,517,-5.346,-1.107,-0.187575,634,412,160,209
1909,1090,197,189,344,519,-5.346,-1.107,-0.187575,270,354,147,330
1910,1090,3,204,190,531,-5.346,-1.107,-0.187575,96,367,187,327
1911,1091,1019,214,1226,606,-5.327,-1.115,-0.188326,1122,410,207,392
1912,1091,936,267,1078,572,-5.327,-1.115,-0.188326,1007,419,142,305
1913,1091,740,290,905,541,-5.327,-1.115,-0.188326,822,415,165,251
1914,1091,547,312,697,519,-5.327,-1.115,-0.188326,622,415,150,207
1915,1091,186,181,342,534,-5.327,-1.115,-0.188326,264,357,156,353
1916,1091,19,203,186,532,-5.327,-1.115,-0.188326,102,367,167,329
1917,1092,1023,217,1280,619,-5.308,-1.122,-0.187575,1151,418,257,402
1918,1092,933,267,1094,574,-5.308,-1.122,-0.187575,1013,420,161,307
1919,1092,737,296,908,541,-5.308,-1.122,-0.187575,822,418,171,245
1920,1092,543,308,706,516,-5.308,-1.122,-0.187575,624,412,163,208
1921,1092,187,184,336,526,-5.308,-1.122,-0.187575,261,355,149,342
1922,1092,1,198,195,534,-5.308,-1.122,-0.187575,98,366,194,336
1923,1093,1034,212,1280,611,-5.292,-1.128,-0.183816,1157,411,246,399
1924,1093,945,270,1100,575,-5.292,-1.128,-0.183816,1022,422,155,305
1925,1093,743,287,927,540,-5.292,-1.128,-0.183816,835,413,184,253
1926,1093,539,299,708,509,-5.292,-1.128,-0.183816,623,404,169,210
1927,1093,173,176,340,525,-5.292,-1.128,-0.183816,256,350,167,349
1928,1093,1,209,203,530,-5.292,-1.128,-0.183816,102,369,202,321
1929,1094,1027,205,1280,618,-5.279,-1.132,-0.176291,1153,411,253,413
1930,1094,939,262,1093,572,-5.279,-1.132,-0.176291,1016,417,154,310
1931,1094,729,285,914,539,-5.279,-1.132,-0.176291,821,412,185,254
1932,1094,546,302,702,524,-5.279,-1.132,-0.176291,624,413,156,222
1933,1094,176,178,340,533,-5.279,-1.132,-0.176291,258,355,164,355
1934,1094,7,184,174,532,-5.279,-1.132,-0.176291,90,358,167,348
1935,1095,1023,205,1280,609,-5.268,-1.136,-0.166494,1151,407,257,404
1936,1095,953,260,1104,578,-5.268,-1.136,-0.166494,1028,419,151,318
1937,1095,737,284,919,533,-5.268,-1.136,-0.166494,828,408,182,249
1938,1095,552,305,697,515,-5.268,-1.136,-0.166494,624,410,145,210
1939,1095,172,174,333,520,-5.268,-1.136,-0.166494,252,347,161,346
1940,1095,4,188,200,530,-5.268,-1.136,-0.166494,102,359,196,342
1941,1096,1025,202,1273,602,-5.261,-1.138,-0.157435,1149,402,248,400
1942,1096,948,256,1132,569,-5.261,-1.138,-0.157435,1040,412,184,313
1943,1096,724,286,930,538,-5.261,-1.138,-0.157435,827,412,206,252
1944,1096,540,302,707,512,-5.261,-1.138,-0.157435,623,407,167,210
1945,1096,166,161,341,513,-5.261,-1.138,-0.157435,253,337,175,352
1946,1096,4,185,194,527,-5.261,-1.138,-0.157435,99,356,190,342
1947,1097,1037,194,1231,589,-5.255,-1.14,-0.147606,1134,391,194,395
1948,1097,951,255,1112,560,-5.255,-1.14,-0.147606,1031,407,161,305
1949,1097,720,276,925,527,-5.255,-1.14,-0.147606,822,401,205,251
1950,1097,547,292,706,495,-5.255,-1.14,-0.147606,626,393,159,203
1951,1097,179,165,335,519,-5.255,-1.14,-0.147606,257,342,156,354
1952,1097,10,184,171,524,-5.255,-1.14,-0.147606,90,354,161,340
1953,1098,1019,191,1276,598,-5.253,-1.141,-0.139278,1147,394,257,407
1954,1098,935,250,1127,569,-5.253,-1.141,-0.139278,1031,409,192,319
1955,1098,712,271,919,526,-5.253,-1.141,-0.139278,815,398,207,255
1956,1098,527,295,708,506,-5.253,-1.141,-0.139278,617,400,181,211
1957,1098,160,155,328,516,-5.253,-1.141,-0.139278,244,335,168,361
1958,1098,1,178,157,523,-5.253,-1.141,-0.139278,79,350,156,345
1959,1099,1043,184,1280,600,-5.253,-1.141,-0.132457,1161,392,237,416
1960,1099,951,240,1096,553,-5.253,-1.141,-0.132457,1023,396,145,313
1961,1099,730,272,912,532,-5.253,-1.141,-0.132457,821,402,182,260
1962,1099,527,297,695,497,-5.253,-1.141,-0.132457,611,397,168,200
1963,1099,175,152,323,518,-5.253,-1.141,-0.132457,249,335,148,366
1964,1099,11,169,165,507,-5.253,-1.141,-0.132457,88,338,154,338
1965,1100,1031,184,1280,598,-5.253,-1.141,-0.123353,1155,391,249,414
1966,1100,948,247,1097,569,-5.253,-1.141,-0.123353,1022,408,149,322
1967,1100,733,268,916,529,-5.253,-1.141,-0.123353,824,398,183,261
1968,1100,529,289,707,508,-5.253,-1.141,-0.123353,618,398,178,219
1969,1100,164,156,320,524,-5.253,-1.141,-0.123353,242,340,156,368
1970,1100,8,180,167,523,-5.253,-1.141,-0.123353,87,351,159,343
1971,1101,1036,177,1279,592,-5.253,-1.141,-0.114238,1157,384,243,415
1972,1101,949,241,1131,556,-5.253,-1.141,-0.114238,1040,398,182,315
1973,1101,726,261,927,529,-5.253,-1.141,-0.114238,826,395,201,268
1974,1101,526,285,707,501,-5.253,-1.141,-0.114238,616,393,181,216
1975,1101,151,144,330,508,-5.253,-1.141,-0.114238,240,326,179,364
1976,1101,8,173,170,517,-5.253,-1.141,-0.114238,89,345,162,344
1977,1102,1043,165,1280,596,-5.253,-1.141,-0.105113,1161,380,237,431
1978,1102,937,232,1132,568,-5.253,-1.141,-0.105113,1034,400,195,336
1979,1102,725,266,923,527,-5.253,-1.141,-0.105113,824,396,198,261
1980,1102,515,282,708,493,-5.253,-1.141,-0.105113,611,387,193,211
1981,1102,151,147,330,519,-5.253,-1.141,-0.105113,240,333,179,372
1982,1102,6,159,149,524,-5.253,-1.141,-0.105113,77,341,143,365
1983,1103,1038,169,1280,589,-5.253,-1.141,-0.0952182,1159,379,242,420
1984,1103,947,226,1101,555,-5.253,-1.141,-0.0952182,1024,390,154,329
1985,1103,716,260,928,519,-5.253,-1.141,-0.0952182,822,389,212,259
1986,1103,531,282,682,491,-5.253,-1.141,-0.0952182,606,386,151,209
1987,1103,144,137,309,512,-5.253,-1.141,-0.0952182,226,324,165,375
1988,1103,3,155,122,517,-5.253,-1.141,-0.0952182,62,336,119,362
1989,1104,1036,163,1248,591,-5.25,-1.141,-0.0914099,1142,377,212,428
1990,1104,942,235,1102,558,-5.25,-1.141,-0.0914099,1022,396,160,323
1991,1104,713,265,914,530,-5.25,-1.141,-0.0914099,813,397,201,265
1992,1104,520,284,691,487,-5.25,-1.141,-0.0914099,605,385,171,203
1993,1104,135,137,304,519,-5.25,-1.141,-0.0914099,219,328,169,382
1994,1104,15,155,129,521,-5.25,-1.141,-0.0914099,72,338,114,366
1995,1105,1049,168,1236,591,-5.245,-1.142,-0.0891242,1142,379,187,423
1996,1105,951,233,1097,554,-5.245,-1.142,-0.0891242,1024,393,146,321
1997,1105,727,261,915,518,-5.245,-1.142,-0.0891242,821,389,188,257
1998,1105,528,283,693,492,-5.245,-1.142,-0.0891242,610,387,165,209
1999,1105,143,135,301,510,-5.245,-1.142,-0.0891242,222,322,158,375
2000,1105,5,155,143,526,-5.245,-1.142,-0.0891242,74,340,138,371
2001,1106,1043,155,1251,595,-5.237,-1.143,-0.0891242,1147,375,208,440
2002,1106,954,226,1103,555,-5.237,-1.143,-0.0891242,1028,390,149,329
